Cluster ID,Número de Abstracts,Ejemplo de Abstract
551,1,"Distributed firewall systems emerged with the proposal of protecting individual hosts against attacks originating from inside the network. In these systems, firewall rules are centrally created, then distribut..."
955,2,"Quantum entanglement is a challenging concept within the field of physics education, often eluding a full grasp by both educators and learners alike. In this paper, we report findings from a two-phase empirica..."
1697,1,"Social media are an important source of information about the political issues, reflecting, as well as influencing, public mood. We present an analysis of Twitter data, collected over 6 weeks before the Brexit..."
3099,1,"Convenient access to vast and untapped collections of documents generated by organizations is a highly valuable resource for research. These documents (e.g., press releases) are a window into organizational st..."
3132,3,"Autocatalytic sets are often considered a necessary (but not sufficient) condition for the origin and early evolution of life. Although the idea of autocatalytic sets was already conceived of many years ago, o..."
887,1,"We survey the definitions and use of rank-revealing matrix decompositions in single-channel noise reduction algorithms for speech signals. Our algorithms are based on the rank-reduction paradigm and, in partic..."
1711,1,"We consider the problem of route selection and optimization for a mobile sensor network, which involves two nodes transferring information over a large area using a number of intermediate routers in the presen..."
1152,1,"We study the problem of segmenting, reconstructing, and analyzing the structure growth of thrombi (clots) in blood vessels in vivo based on 2-photon microscopic image data. First, we develop an algorithm for segm..."
1748,1,"In this article, we consider the problem of adaptive detection for a multichannel signal in the presence of spatially and temporally colored compound-Gaussian disturbance. By modeling the disturbance as a mult..."
1824,1,This article presents a probabilistic method for vehicle detection and tracking through the analysis of monocular images obtained from a vehicle-mounted camera. The method is designed to address the main short...
643,2,"NCL, the standard declarative language of the Brazilian Terrestrial Digital TV System and ITU-T Recommendation for IPTV Services, provides a high level of reuse in the design of hypermedia applications. In thi..."
2841,1,Power spectrum optimization is a well-known difficult nonconvex optimization problem for which only local optimality can typically be assured. This paper unifies several classes of local optimization methods a...
142,2,The next generation Graphics Processing Units (GPUs) are being considered for non-graphics applications. Millimeter wave (60 Ghz) wireless networks that are capable of multi-gigabit per second (Gbps) transfer ...
921,1,"We provide a new solution to the problem of feature variations caused by the overlapping of sounds in instrument identification in polyphonic music. When multiple instruments simultaneously play, partials (har..."
1731,1,"This paper proposes a scalable speech coding scheme using the embedded matrix quantization of the LSFs in the LPC model. For an efficient quantization of the spectral parameters, two types of codebooks of diff..."
701,2,"A new framework for image representation, processing, and analysis is introduced and exposed through practical applications. The proposed approach is called logarithmic adaptive neighborhood image processing (..."
392,1,The emerging trend to provide users with ubiquitous seamless wireless access leads to the development of multi-mode terminals able to smartly switch between heterogeneous wireless networks. This switching proc...
3015,2,"As the technology of the Internet of Things (IoT) and mobile edge computing (MEC) develops, more and more tasks are offloaded to the edge servers to be computed. The offloading strategy performs an essential r..."
3020,3,"Almost all existing approaches towards video coding exploit the temporal redundancy by block-matching-based motion estimation and compensation. Regardless of its popularity, block matching still reflects an ad..."
360,2,Particle filtering is a statistical signal processing methodology that has recently gained popularity in solving several problems in signal processing and communications. Particle filters (PFs) have been shown...
1044,1,"The classical application of rate and state dependent frictional constitutive laws has involved the instabilities developed between two sliding surfaces. In such a situation, the behaviour and evolution of asp..."
1409,2,The use of Top Coal Caving for exploiting the thick coal seam with shallow buried depth most likely has a strong negative impact on the stability.
1222,1,"The purpose of this paper is to study the impact of development of skilled work force through investment in training, welfare, working conditions, and wages on the logistics performance index. It also discusse..."
2627,1,"Due to the wide spread of 5G networks, network users have higher requirements for communication delays. Software-defined network is a new paradigm of decoupling the control logic from packet forwarding devices..."
2446,2,This paper is basic research focused on the analysis of scientific advances related to Smart Learning Environments (SLE). Our main objective is to single out the common aspects to propose a new definition whic...
1153,1,Preferential attachment (PA) models of network structure are widely used due to their explanatory power and conceptual simplicity. PA models are able to account for the scale-free degree distributions observed...
630,2,"Enterprises are enhancing investments in cloud services setting up data centers to meet growing demand. A typical investment is of the order of millions of dollars, infrastructure and recurring cost included. ..."
1966,1,Researchers in condensed matter physics are currently exploring new materials for specific use in various applications. The peculiar properties of quantum materials (QMs) have garnered significant attention be...
2234,1,"To estimate the phase velocity using the array observations of microtremors, some algorithms for the estimation include constraints on the array shape, such as equilateral triangles or the placement of receive..."
2114,1,Understanding human socioeconomic development has proven to be one of the most difficult and persistent problems in science and policy. Traditional policy has often attempted to promote human development throu...
811,1,"As governmental subsidies to universities are declining in recent years, sustaining excellence in academic performance and more efficient use of resources have become important issues for university stakeholde..."
1460,2,The purpose of this study was to examine whether fear of missing out (FoMO) mediate relations between social self-efficacy and life satisfaction among undergraduates. The participants involved 323 undergraduat...
2600,1,We propose a novel three-layered neural network-based architecture for predicting the Sixteen Personality Factors from facial features analyzed using Facial Action Coding System. The proposed architecture is b...
2401,1,"The design of aircraft hydraulic pipeline system is limited by many factors, such as the integrity of aviation structure or narrow installation space, so the limited clamp support position should be considered..."
1550,2,Develop and evaluate an ensemble clinical machine learningdeep learning (CML-DL) model integrating deep visual features and clinical data to improve the prediction of supraspinatus/infraspinatus tendon comple...
2645,1,"Discard-based searchis a new approach to searching the content of complex, unlabeled, nonindexed data such as digital photographs, medical images, and real-time surveillance data. The essence of this approach is"
2680,2,"The Global Navigation Satellite Systems (GNSS), including the USs GPS, Chinas BDS, the European Unions Galileo, and Russias GLONASS, offer real-time, all-weather, any-time, anywhere and high precision obse..."
2560,1,"Neural field models describe the coarse-grained activity of populations of interacting neurons. Because of the laminar structure of real cortical tissue they are often studied in two spatial dimensions, where ..."
1343,1,"In this article, we gather results from several projects we conducted recently that use some kind of agile method. We analyze both academic and governmental software development projects, some of them using ag..."
2850,1,"In this paper, we study the dynamics of a quadratic integrate-and-fire neuron, spiking in the gamma (30100 Hz) range, coupled to a delta/theta frequency (18 Hz) neural oscillator. Using analytical and semian..."
3013,3,"This study examines the communications networks formed by direct international Internet links, weighted by bandwidth capacity, each year over the 20022011 period. Specifically, we analyze changes in bandwidth..."
625,2,This paper proposes an architecture and a protocol suite for a permissioned blockchain for a local IoT network. The architecture is based on a sealed Sequencer and a Fog Server running (post-quantum) Guy Fawke...
2920,2,"Numerous studies in the literature describe the effectiveness of research-based instructional strategies (RBIS) in the postsecondary STEM (science, technology, engineering, and mathematics) context. Many of th..."
2970,2,"Online hate is a growing concern on many social media platforms, making them unwelcoming and unsafe. To combat this, technology companies are increasingly developing techniques to automatically identify and sa..."
2675,1,This paper presents a new cycle slip detection and repair method using Total Electron Content Rate (TECR) information derived from individual satellite dual-frequency data of a single Global Positioning System...
455,1,"Quantum computing holds the potential to deliver great economic prosperity to the European Union (EU). However, the creation of successful business in the field is challenging owing to the required extensive i..."
469,1,"Prognostics and health management (PHM) has gotten considerable attention in the background of Industry 4.0. Battery PHM contributes to the reliable and safe operation of electric devices. Nevertheless, releva..."
2075,1,"We aimed to develop a standardized method to investigate the relationship between estimated brain age and regional morphometric features, meeting the criteria for simplicity, generalization, and intuitive inte..."
2598,1,"Implicit block approaches are used by a number of numerical analyzers to model mild, medium, and hard differential systems. Their excellent stability characteristics, self-starting nature, quick convergence, a..."
802,1,"In this work, we introduce a new methodology for inferring the interaction structure of discrete valued time series which are Poisson distributed. While most related methods are premised on continuous state st..."
1989,2,"One of the important issues in designing an EEG-based brain-computer interface is an exact delineation of the rhythms, related to the intended or performed action. Traditionally, related bands were found by tr..."
1433,1,The human auditory system employs a number of principles to facilitate the selection of perceptually separated streams from a complex sound mixture. The brain leverages multi-scale redundant representations of...
1428,2,"If music is the language of the universe, musical note onsets may be the syllables for this language. Not only do note onsets define the temporal pattern of a musical piece, but their time-frequency characteri..."
1474,1,This paper deals with the imaging of a moving target using a multifrequency and multistatic radar consisting in one receiver and several narrowband transmitters. Considering two hypotheses about the studied ta...
3191,1,"The task of bandwidth extension addresses the generation of missing high frequencies of audio signals based on knowledge of the low-frequency part of the sound. This task applies to various problems, such as a..."
2654,1,"This paper presents a model-based method for coding the LSF parameters of LPC speech coders on a ""long-term"" basis, that is, beyond the usual 2030 ms frame duration. The objective is to provide efficient LSF ..."
2864,2,Laser-induced thermotherapy (LITT) is a minimally invasive method causing tumor destruction due to heat ablation and coagulative effects. Computer simulations can play an important role to assist physicians wi...
2648,1,"Model-based medical decision support in terms of computer simulations, predictions and optimization gains increasing importance in health care systems worldwide. This work deals with the control of the glucose..."
149,1,We consider the constrained optimization of excitatory synaptic input patterns to maximize spike generation in leaky integrate-and-fire (LIF) and theta model neurons. In the case of discrete input kicks with a...
1180,1,"July 20th, 2022, marks the 200th anniversary of the Father of Genetics, Gregor Mendels birth. His experiments with pea plants established the fundamental principles of genetic inheritance."
2996,2,"Despite the well-documented and numerous recent successes of deep learning, the application of standard deep architectures to many classification problems within empirical software engineering remains problema..."
3187,1,"The availability of large-scale learning data presents unprecedented opportunities for investigating student learning processes. However, it is challenging for instructors to fully make sense of this data and ..."
1939,1,"To enter new markets and remain competitive in the existing markets, companies need to shift their focus from traditional means and ways to some innovative approaches. Though the paper industry in India has im..."
1982,1,"Discovering the node roles in a network helps to solve diverse social problems. Role discovery attempts to predict the node roles from a network structure, and this method has been extensively studied in vario..."
314,1,Flavin monoamine oxidase gene encodes a protein (MAOB) that forms a part of the flavin monoamine oxidase family in the outer membrane of mitochondria. It plays a role in the tissue metabolism of neuroactive an...
1682,1,"When the free energy of similar but distinct molecule-sized objects is plotted against the temperature at which their energy and entropy contributions cancel, a highly significant linear dependence results fro..."
2253,1,"Path homology is a powerful method for attaching algebraic invariants to digraphs. While there have been growing theoretical developments on the algebro-topological framework surrounding path homology, bona fide ..."
3045,3,"Open Information Extraction (Open IE) aims to obtain not predefined, domain-independent relations from text. This article introduces the Open IE research field, thoroughly discussing the main ideas and systems..."
1441,1,The need for graduates who are immediately prepared for employment has been widely advocated over the last decade to narrow the notorious gap between industry and higher education. Current instructional method...
987,1,"Cloud computing is currently one of the major topics in distributed systems, with large numbers of papers being written on the topic, with major players in the industry releasing a range of software platforms ..."
617,1,"In this research, a transition effect detection scheme for identifying possible highlight segments in baseball videos will be presented. The effects that are inserted manually by the broadcasters for signaling..."
2403,1,"The use of deep learning in medical imaging has increased rapidly over the past few years, finding applications throughout the entire radiology pipeline, from improved scanner performance to automatic disease ..."
2395,1,"In this study, tissue pharmacology and molecular docking methods were used to investigate the therapeutic effect of cyclomastopathy on Chinese Thorowax Rootangelica and its mechanism. The active compounds i..."
1875,1,"Sports-related concussions pose a significant public health concern, and preventative measures are needed to help reduce risk in sport. Vision training could be a suitable prevention strategy for sports-relate..."
2735,2,Handheld gamma cameras with coded aperture collimators are under investigation for intraoperative imaging in nuclear medicine. Coded apertures are a promising collimation technique for applications such as lym...
3008,1,"With the development of deep neural network (DNN) techniques, applications of DNNs show state-of-art performance. In the cloud edge collaborative mode, edge devices upload the raw data, such as texts, images, ..."
2021,2,Researchers now have a new avenue to investigate when it comes to miRNA-based therapeutics. miRNAs have the potential to be valuable biomarkers for disease detection. Variations in miRNA levels may be able to ...
2729,1,The issue of antibiotic resistance in pathogenic microbes is a global concern. This study was aimed to explore in silico and in vitro analysis of the antibacterial efficacy of different natural ligands against ba...
3080,1,"Tamara Grummt passed away on January 26, 2020 in Oelsnitz/Vogtland, Germany. Tamara was one of the scientific pioneers in the field of environmental toxicology, namely genotoxicity and hygiene of drinking and ..."
1245,2,"When a visual search target frequently appears in one target-rich region of space, participants learn to search there first, resulting in faster reaction time when the target appears there than when it appears..."
2472,1,"Analysis of user-generated data (for example process data from logfiles, learning analytics, and data mining) in computer-based environments has gained much attention in the last decade and is considered a pro..."
1886,1,"Modern cargo vessel transport constitutes an important part of global economy; hence it is of paramount importance to develop novel, more efficient reliability methods for cargo ships, especially if onboard re..."
3017,1,The growing interest in electric vehicles (EVs) for transportation has led to increased production and government support through legislation since they offer environmental benefits such as reduced air polluti...
2501,1,"In this paper, we study a simple model of a purely excitatory neural network that, by construction, operates at a critical point. This model allows us to consider various markers of criticality and illustrate ..."
1804,1,Substantial research has been conducted focusing on student outcomes in mathematics courses in order to better understand the ways in which these outcomes depend on the underlying instructional methodologies f...
2099,1,"Surgery is characterized by complex tasks performed in stressful environments. To enhance patient safety and reduce errors, surgeons must be trained in environments that mimic the actual clinical setting. Rasm..."
559,2,"Since the financial crisis of 2008, the theory of financial innovation has been a focus at a time of re-evaluation and re-conceptualization. However, little has been done to evaluate the current state of resea..."
599,1,"A new formulation is proposed for multivariate test, consisting of not only a hierarchy of numerous tests organised in a lattice taxonomy of properties that come from different combinations of multi-variates a..."
256,2,"Intrusion detection systems are increasingly using machine learning. While machine learning has shown excellent performance in identifying malicious traffic, it may increase the risk of privacy leakage. This p..."
1096,1,"By applying network analysis techniques to large inputoutput system, we identify key sectors in the local/regional economy. We overcome the limitations of traditional measures of centrality by using random-wa..."
63,2,"Wireless sensor networks (WSNs), consisting of a large number of nodes to detect ambient environment, are widely deployed in a predefined area to provide more sophisticated sensing, communication, and processi..."
1923,1,"Digital processing of electroencephalography (EEG) signals has now been popularly used in a wide variety of applications such as seizure detection/prediction, motor imagery classification, mental task classifi..."
1341,1,This paper proposes and evaluates a new bipartite post-quantum digital signature protocol based on Winternitz chains and an  oracle. Mutually mistrustful Alice and Bob are able to agree and sign a series of do...
1442,1,"Instructional design has been a key strategy in ensuring the quality of higher education; therefore, it is essential to evaluate its effects on learning processes through the use of tools that comply with defi..."
2719,1,The main purpose of this paper is to build a family of tutorial Goodwinian (essentially Marxist) models of capital accumulation through industrial cycles that are less complicated than the authors models of t...
1300,1,"The standard way of modeling plasticity in polycrystals is by using the crystal plasticity model for single crystals in each grain, and imposing suitable traction and slip boundary conditions across grain boun..."
946,1,"With the improvement of peoples living standards, people pay more and more attention to the indoor living environment. This research mainly discusses the research and realization of the innovative design of w..."
2736,1,This paper is the second in a series of invited perspectives by four pioneers of nuclear medicine imaging and physics. A medical physicist and a nuclear medicine clinical specialist each take a backward look a...
787,3,"Psychological fatigue includes mental fatigue and burnout. In order to investigate the impact of psychological fatigue on athletes' response monitoring, event-related potentials technique is typically used, an..."
2419,1,The manual creation of new Internet- and IT-based applications is currently a limiting factor in enabling new and innovative services to be quickly available. We advocate that semi-automated service creation t...
1239,1,"Face landmarking, defined as the detection and localization of certain characteristic points on the face, is an important intermediary step for many subsequent face processing operations that range from biomet..."
975,2,"Quantum technology is an emergent and potentially disruptive discipline, with the ability to affect many human activities. Quantum technologies are dual-use technologies, and as such are of interest to the def..."
2148,1,"As an emerging field that aims to bridge the gap between human activities and computing systems, human-centered computing (HCC) in cloud, edge, fog has had a huge impact on the artificial intelligence algorith..."
2765,1,"In this paper, network energy assesses the capacity of a node to convey messages to others. In most cases, network energy is created when two nodes interact with one another. If a node is part of the same netw..."
322,2,"Digital Information Literacy (DIL) refers to the ability to obtain, understand, evaluate, and use information in digital contexts. To accurately capture various dimensions of DIL, assessment designers have inc..."
718,1,"On-going, large-scale neuroimaging initiatives can aid in uncovering neurobiological causes and correlates of poor mental health, disease pathology, and many other important conditions. As projects grow in sca..."
2730,1,Antimicrobial resistance has already emerged as a major concern not only for public health but also for global economy. It causes a multifaceted crisis in development and growth by increasing the number of inf...
2973,1,"Catalysis represents a critical field that greatly contributes to human living, technology, economic growth and the environment. Compact catalysts have frequently been applied in manufacturing a range of subst..."
1102,1,"Cross-border students academic performance draws peoples attention, whereas perceived cultural distance might influence their performance with gender difference. Based on role theory, men and women present d..."
770,1,"Attaining sustainability by developing efficient architectural materials will be a suitable remedy for various environmental problems. Incorporating clean biotechnology, particularly Bacterial Cellulose (BC), ..."
178,5,This article is part of a Supplement: Volume 2 Supplement 1
2398,1,"In recent years, spatial transcriptomics (ST) research has become a popular field of study and has shown great potential in medicine. However, there are few bibliometric analyses in this field. Thus, in this s..."
1114,2,Sorting algorithms are among the most commonly used algorithms in computer science and modern software. Having efficient implementation of sorting is necessary for a wide spectrum of scientific applications. T...
1698,1,"DNA methylation and hydroxymethylation have become important epigenetic markers for early detection of cancer. In recent years, there has been a significant increase in both the number of research works on thi..."
2969,2,The avalanche of personal and social data circulating in Online Social Networks over the past 10 years has attracted a great deal of interest from Scholars and Practitioners who seek to analyse not only their ...
1604,1,"Autonomous cars have achieved exceptional growth in the automotive industry in the last century in terms of reliability, safety and affordability. Due to significant advancements in computing, communication an..."
196,2,"Topic modeling methods proved to be effective for inferring latent topics from short texts. Dealing with short texts is challenging yet helpful for many real-world applications, due to the sparse terms in the ..."
2259,1,Glioblastoma (GBM) is a stage 4 malignant tumor in which a large portion of tumor cells are reproducing and dividing at any moment. These tumors are life threatening and may result in partial or complete menta...
1575,2,"In many enterprises and other types of organizations, decision making is both a crucial and a challenging task. Despite their importance, many decisions are still made based on experience and intuition rather ..."
534,2,The organizational design of a distributed system defines how entities act and interact to achieve local and global objectives. We describe how a system employing different types of organizational techniques h...
1448,1,"We used a computational method to quantitatively investigate the relationship between personality and written narratives of life events. Agentic (i.e., self-directedness), communal (i.e., cooperativeness), and..."
1444,2,Wind power ramp events increasingly affect the integration of wind power and cause more and more problems to the safety of power grid operation in recent years. Several forecasting techniques for wind power ra...
3137,2,"Expectations of big data across various fields, including education, are increasing. However, uncovering valuable insights from big data is like locating a needle in a haystack, and it is difficult for teacher..."
1291,1,"New security systems, methods or techniques need to have their performance evaluated in conditions that closely resemble a real-life situation. The effectiveness with which individual identity can be predicted..."
1499,1,"This paper focuses on the computer side of human-computer interaction through natural language, which is the domain of natural language generation (NLG) studies. From a given (usually non-linguistic) input, NL..."
833,2,"Centrosome is the main microtubule-organizing center in most animal cells. Its core structure, centriole, also assembles cilia and flagella that have important sensing and motility functions. Centrosome has lo..."
2422,1,"In this paper, a novel visual-tactile sensor is proposed; additionally, an object manipulation method for a multi-fingered robotic hand grasping an object is proposed by detecting a contact position using the ..."
728,2,"In 2013, our research group published a contribution in which a new version of genetic programming, called Geometric Semantic Genetic Programming (GSGP), was fostered as an appropriate computational intelligen..."
900,2,"Earth system models (ESMs) consist of parameterization schemes based on ones perception of how the Earth system functions. A typical ESM contains a large number of parameters (i.e., the constants and exponent..."
681,2,The original article was published in Journal of Infrastructure Preservation and Resilience 2022 3:18
687,1,Democracies around the world face the threat of manipulation of their electorates via coordinated online influence campaigns. Researchers have responded by developing valuable methods for finding automated acc...
645,1,"Large-scale distributed systems such as sensor networks usually experience dynamic topology changes, data losses, and node failures in various catastrophic or emergent environments. As such, maintaining data p..."
2674,1,"Image restoration is a widely studied discrete ill-posed problem. Among the many regularization methods used for treating the problem, iterative methods have been shown to be effective. In this paper, we consi..."
2672,1,A new variational image model is presented for image restoration using a combination of the curvelet shrinkage method and the total variation (TV) functional. In order to suppress the staircasing effect and cu...
695,1,Rapid growth in the Internet usage and diverse military applications have led researchers to think of intelligent systems that can assist the users and applications in getting the services by delivering requir...
1770,1,"An automatic interferometer fringe tracking system has been developed, implemented, and tested at the Infrared Optical Telescope Array (IOTA) Observatory at Mount Hopkins, Arizona. The system can minimize the ..."
1058,1,"Geometric algebra (GA) is an efficient tool to deal with hypercomplex processes due to its special data structure. In this article, we introduce the affine projection algorithm (APA) in the GA domain to provid..."
1022,2,"Historically, Joint Photographic Experts Group 2000 (JPEG2000) image compression and multiframe super-resolution (SR) image processing techniques have evolved separately. In this paper, we propose and compare ..."
2530,1,"The capacity of vehicular networks to offer non-safety services, like infotainment applications or the exchange of multimedia information between vehicles, have attracted a great deal of attention to the field..."
3073,2,"Counteracting geometrical attacks remains one of the most challenging problems in robust watermarking. In this paper, we resist rotation, scaling, and translation (RST) by constructing a kind of deformable pyr..."
1940,1,The basic mechanism of HCCA (HCF Control Channel Access) has been introduced in IEEE 802.11e standard to support the parameterized QoS by allocating a fixed duration based on the requested TSPEC requirements d...
708,2,"Diabetes, a cardiometabolic condition with social and health ramifications, is already a global epidemic. Diabetes affects 422 million people worldwide, with the majority living in middle- and low-income count..."
2540,2,"In this paper, we present a new structure of the n-dimensional trigonometric cubic B-spline collocation algorithm, which we show in three different formats: one-, two-, and three-dimensional. These constructs are..."
1330,2,We discuss some existence criteria for a new category of the Caputo conformable differential inclusion furnished with four-point mixed RiemannLiouville conformable integro-derivative boundary conditions. In t...
1002,2,"Internet search data may reveal peoples intentions to migrate, as aspiring migrants tend to use online search engines to explore migration opportunities. However, unlike official migration statistics, search ..."
1337,1,"Numerous studies have been undertaken to improve building evacuation protocols and minimise evacuation time, saving lives and reducing costs. Advancements are typically made by analysing and revising existing ..."
2100,1,"With the rapidly growing demand for large-scale online education and the advent of big data, numerous research works have been performed to enhance learning quality in e-learning environments. Among these stud..."
3035,1,"An appropriate method for evaluating the air quality of a certain area is to contrast the actual air pollution levels to the critical ones, prescribed in the legislative standards. The application of numerical..."
85,2,"In this paper we introduce a novel robotic end-effector for pick-and-release of a sheet of cotton cloth. One of the main operations in a factory for sewing cloth products is to pick up cloth parts, provide the..."
2569,2,"The prediction of protein subcellular localization is a important step towards the prediction of protein function, and considerable effort has gone over the last decade into the development of computational pr..."
1314,2,The 2008 Wenchuan Mw 7.9 mainshock caused catastrophic destruction to cities along the northwestern margin of the Sichuan Basin. This earthquake did not activate the WenchuanMaoxian Fault (WMF) on the hinterl...
1799,1,Critically ill patients are highly variable in their response to care and treatment. This variability and the search for improved outcomes have led to a significant increase in the use of protocolized care to ...
2185,2,"Heavy metal ion pollution is always a serious problem worldwide. Therefore, monitoring heavy metal ions in environmental water is a crucial and difficult step to ensure the safety of people and the environment..."
1216,1,"Because each mode has distinct optimization requirements, optimizing the economic performance of microgrids (MGs) in grid-connected and islanded modes presents unique issues. This research offers a novel metho..."
3136,2,"Revisit intention is a key indicator of business performance, studied in many fields including hospitality. This work employs big data analytics to investigate revisit intention patterns from tourists electro..."
2939,1,The interaction is the key element used in Collaborative Learning Environments to understand the process of knowledge building and the role played by each student in it. Interaction analysis can provide suppor...
2202,2,This article introduces an open-source module responsible for the presentation of verbal (speech) and corporal (animation) behaviors of animated pedagogical agents. This module can be inserted into any learnin...
2812,1,"Bridge construction is one of the cores of traffic infrastructure construction. To better develop relevant bridge science, this paper introduces the main research progress in China and abroad in 2020 from 16 a..."
2226,1,"This paper analyses aspects associated with the development of joint human-agent planning agents, showing that they can be implemented, in a unified way, via a constraint-based ontology and related functions. ..."
2033,1,"Neural networks generate a variety of rhythmic activity patterns, often involving different timescales. One example arises in the respiratory network in the pre-Botzinger complex of the mammalian brainstem, wh..."
2273,1,The weak rationality principle is not an empirical statement but a heuristic rule for how to proceed in social sciences. It is a necessary ingredient of any understanding social science in the Weberian sense...
1297,1,"In this paper, we present a novel model of the primary visual cortex (V1) based on orientation, frequency, and phase selective behavior of V1 simple cells. We start from the first-level mechanisms of visual pe..."
2038,1,"Neural oscillations, including rhythms in the beta1 band (1220 Hz), are important in various cognitive functions. Often neural networks receive rhythmic input at frequencies different from their natural frequ..."
2512,1,"When soil spillage occurs during excavation due to the use of excavators, it must be cleaned up, leading to a decline in labor productivity and a negative impact on the working environment. In this study, we a..."
1529,1,"Electronic healthcare records contain large volumes of unstructured data in different forms. Free text constitutes a large portion of such data, yet this source of richly detailed information often remains und..."
1454,1,"To evaluate two respiratory correction methods for abdominal PET/MRI images and further to analyse the effects on standard uptake values (SUVs) of respiratory motion correction, 17 patients with 25 abdominal l..."
2830,2,"Natural Language Processing (NLP) is one of the most captivating applications of Deep Learning. In this survey, we consider how the Data Augmentation training strategy can aid in its development. We begin with..."
1559,1,"Most EEG-based BCI systems make use of well-studied patterns of brain activity. However, those systems involve tasks that indirectly map to simple binary commands such as ""yes"" or ""no"" or require many weeks of..."
1141,2,"In this paper, the problem of jointly estimating the number of harmonics and the fundamental frequency of periodic signals is considered. We show how this problem can be solved using a number of methods that e..."
519,2,"In the sixth-generation (6G) wireless networks, the use of unmanned aerial vehicles (UAVs) and tethered balloons (TBs) to assist cellular networks has attracted considerable attentions due to their dynamic and..."
3006,2,"Most state-of-the-art speech systems use deep neural networks (DNNs). These systems require a large amount of data to be learned. Hence, training state-of-the-art frameworks on under-resourced speech challenge..."
2968,1,Politicians have used the web and social media to circumvent the gatekeeping behavior of traditional mass media by directly communicating with supporters in their accounts. This paper is aimed at understanding...
358,1,"We propose high-order hypergraph walks as a framework to generalize graph-based network science techniques to hypergraphs. Edge incidence in hypergraphs is quantitative, yielding hypergraph walks with both len..."
828,2,"How do scientists navigate between the need to capitalize on their prior knowledge through specialization, and the urge to adapt to evolving research opportunities? Drawing from diverse perspectives on adaptat..."
1806,2,"Motivated by a range of applications (biomedical, industrial, engineering, environmental) this contribution is focussed on a mathematical study of (a) constriction/distortion and (b) branching in a vessel or n..."
659,1,"Based on cross-disciplinary approaches to Embodied Conversational Agents, evaluation methods for such human-computer interfaces are structured and presented. An introductory systematisation of evaluation topic..."
2857,2,"Boule, DAZLA, and DAZ are members of the Deleted in Azoospermia family of genes, which play significant roles in gametogenesis and are important fertility factors in humans. In a few studies, deletion of the Y..."
229,2,"One major aim of international large-scale assessments (ILSA) like PISA is to monitor changes in student performance over time. To accomplish this task, a set of common items (i.e., link items) is repeatedly a..."
1668,1,"AI provides tremendous opportunities for improving patient care, but at present there is little evidence of real-world uptake. An important barrier is the lack of well-designed, vendor-neutral and future-proof..."
2517,1,"A technique for predicting the secular variation (SV) of the geomagnetic field based on the echo state network (ESN) model is proposed. SV is controlled by the geodynamo process in the Earths outer core, and ..."
1951,1,"Nine morpholine-derived halogenated chalcone derivatives (MHC1-MHC9) were synthesized, and their inhibitory activity against monoamine oxidase (MAO) was evaluated. MHC5 showed the highest inhibitory activity agai..."
1371,2,"Modern land management faces unprecedented uncertainty regarding future climates, novel disturbance regimes, and unanticipated ecological feedbacks. Mitigating this uncertainty requires a cohesive landscape ma..."
1085,2,Individual achievement in college has been closely tied to dropout and graduation rates and these indices of completion have been considered the most important measures for gauging achievement in undergraduate...
725,2,We present a feature enhancement method that uses neural networks (NNs) to map the reverberant feature in a log-melspectral domain to its corresponding anechoic feature. The mapping is done by cascade NNs trai...
396,2,This article presents the research work on improving speech recognition systems for the morphologically complex Malayalam language using subword tokens for language modeling. The speech recognition system is b...
1881,1,"In this article we address the numerical study of 3D semiconductor devices for applications in electronics industry including charge generation phenomena due to impact ionization. With this aim, we propose two..."
1396,2,"Big climate change data have become a pressing issue that organizations face with methods to analyze data generated from various data types. Moreover, storage, processing, and analysis of data generated from c..."
1353,2,"Class incremental learning (CIL) is a specific scenario in incremental learning. It aims to continuously learn new classes from the data stream, which suffers from the challenge of catastrophic forgetting. Ins..."
2242,1,"Statistical process control (SPC) theory takes a negative view of adjustment of process settings, which is termed tampering. In contrast, quality and lean programmes actively encourage operators to acts of int..."
2034,1,"Dynamic activity involving social networks often has distinctive temporal patterns that can be exploited in situations involving incomplete information. Gang rivalry networks, in particular, display a high deg..."
1027,1,"Radiopharmaceutical therapy with 225Ac- and 177Lu-PSMA has shown promising results for the treatment of prostate cancer. However, the distinct physical properties of alpha and beta radiation elicit varying cellul..."
856,1,"In this work, we analyze in detail the topology of the written language network using co-occurrence of words to recognize authorship. The Latin texts object of this study are excerpts from Historia Augusta, a col..."
1097,1,"Network analysis is a useful tool to analyse the interactions and structure of graphs that represent the relationships among entities, such as sectors within an urban system. Connecting entities in this way is..."
1253,1,"Posttraumatic stress disorder (PTSD) affects approximately 8% of the US population, with varying susceptibility among individuals exposed to trauma. While genetic factors contribute to PTSD risk, emerging evid..."
2524,1,Network science established itself as a prominent tool for modeling time series and complex systems. This modeling process consists of transforming a set or a single time series into a network. Nodes may repre...
990,1,"When an hypothesized peer effect (also termed social influence or contagion) is believed to act between units (e.g., hospitals) above the level at which data is observed (e.g., patients), a network autocorrela..."
1712,2,Optimal design of wireless systems in the presence of fading involves the instantaneous allocation of resources such as power and frequency with the ultimate goal of maximizing long term system properties such...
2325,1,"As an important application in optical imaging, palmprint recognition is interfered by many unfavorable factors. An effective fusion of blockwise bi-directional two-dimensional principal component analysis and..."
2781,1,We focus on a timetabling problem of university makeup classes and construct a scheduling system based on manmachine interaction which enables to reveal the essential and additional information of the problem...
